title,price,rating,image,description,url
"LAVA Blaze AMOLED 2 5G (Feather White, 128 GB)","₹13,990",4.4,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/i/s/blaze-amoled-2-5g-blaze-amoled-2-5g-lava-original-imahfmp8pztvgymr.jpeg?q=70,6 GB RAM | 128 GB ROM | 17.02 cm (6.7 inch) Display | 50MP Rear Camera | 5000 mAh Battery | 1 Year Handset Warranty and 6 Months Warranty on Accessories,https://www.flipkart.com/lava-blaze-amoled-2-5g-feather-white-128-gb/p/itm51e3a3a5b1a8d
"LAVA Blaze AMOLED 2 5G (Sparkling Black, 128 GB)","₹14,499",4.4,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/s/6/blaze-amoled-2-5g-blaze-amoled-2-5g-lava-original-imahfmpugfhwzzbw.jpeg?q=70,6 GB RAM | 128 GB ROM | 17.02 cm (6.7 inch) Full HD+ Display | 50MP Rear Camera | 5000 mAh Battery | 1 Year Handset Warranty and 6 Months Warranty on Accessories,https://www.flipkart.com/lava-blaze-amoled-2-5g-sparkling-black-128-gb/p/itm06ea0c4242ca4
"LAVA Play Ultra 5G (Arctic Slate, 128 GB)","₹16,990",4.8,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/v/v/play-ultra-5g-play-ultra-5g-lava-original-imahfcqbq938tc63.jpeg?q=70,8 GB RAM | 128 GB ROM | 17.02 cm (6.7 inch) Display | 64MP Rear Camera | 5000 mAh Battery | 1 Year Handset Warranty and 6 Months Warranty on Accessories,https://www.flipkart.com/lava-play-ultra-5g-arctic-slate-128-gb/p/itmb5892c0ab4de6
"Redmi Note 8 (Moonlight White, 128 GB)","₹10,999",4.4,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/9/d/q/redmi-note-8-m190bc3ji-mi-original-imahfdy6akusfs4y.jpeg?q=70,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB | 16.0 cm (6.3 inch) Full HD+ Display | 48MP + 8MP + 2MP + 2MP | 13MP Front Camera | 4000 mAh Battery | Qualcomm Snapdragon 665 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Batteries from the Date of Purchase,https://www.flipkart.com/redmi-note-8-moonlight-white-128-gb/p/itmee2cc790dc179
"OnePlus NORD CE5 (NEXUS BLUE, 256 GB)","₹24,999",,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/q/p/nord-ce5-cph2717-oneplus-original-imahfh9vdenukykv.jpeg?q=70,8 GB RAM | 256 GB ROM | 17.2 cm (6.77 inch) Display | 50MP + 50MP | 8MP Dual Front Camera | 7100 mAh Battery | MediaTek Dimensity 8350 Apex Processor | 1 Year Manufacturer Warranty for device and 6 months for in-box accessories including charger and cable.,https://www.flipkart.com/oneplus-nord-ce5-nexus-blue-256-gb/p/itm3d8768b3f7134
"Samsung Galaxy S24 5G Snapdragon (Cobalt Violet, 256 GB)","₹52,999",4.6,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/8/s/-original-imahfz2tvjqak9v3.jpeg?q=70,8 GB RAM | 256 GB ROM | 15.75 cm (6.2 inch) Full HD+ Display | 50MP + 12MP | 12MP Front Camera | 4000 mAh Battery | 8 Gen 3 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-s24-5g-snapdragon-cobalt-violet-256-gb/p/itm0e4552c03ca7c
"Samsung Galaxy S24 5G Snapdragon (Cobalt Violet, 128 GB)","₹47,999",4.6,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/8/s/-original-imahfz2tvjqak9v3.jpeg?q=70,8 GB RAM | 128 GB ROM | 15.75 cm (6.2 inch) Full HD+ Display | 50MP + 12MP | 12MP Front Camera | 4000 mAh Battery | 8 Gen 3 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-s24-5g-snapdragon-cobalt-violet-128-gb/p/itm994d8dcac3256
"Samsung Galaxy S24 5G Snapdragon (Amber Yellow, 128 GB)","₹47,999",4.6,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/a/6/-original-imahfz2tnafhmagr.jpeg?q=70,8 GB RAM | 128 GB ROM | 15.75 cm (6.2 inch) Full HD+ Display | 50MP + 12MP | 12MP Front Camera | 4000 mAh Battery | 8 Gen 3 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-s24-5g-snapdragon-amber-yellow-128-gb/p/itmd4baa945a78ef
"Samsung Galaxy F17 5G (Neo Black, 128 GB)","₹15,999",4,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/b/h/-original-imahftgfzdzfpgft.jpeg?q=70,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB | 17.02 cm (6.7 inch) Full HD+ Display | 50MP + 5MP | 13MP Front Camera | 5000 mAh Battery | Exynos 1330 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-f17-5g-neo-black-128-gb/p/itm64a193b8fd9f0
"Samsung Galaxy F17 5G (Violet Pop, 128 GB)","₹14,499",4.1,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/b/h/-original-imahftgfjn6a9kpw.jpeg?q=70,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB | 17.02 cm (6.7 inch) Full HD+ Display | 50MP + 5MP | 13MP Front Camera | 5000 mAh Battery | Exynos 1330 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-f17-5g-violet-pop-128-gb/p/itmeba452a75d14c
"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 256 GB)","₹52,999",4.6,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/b/d/-original-imahfz2tuqdczpfg.jpeg?q=70,8 GB RAM | 256 GB ROM | 15.75 cm (6.2 inch) Full HD+ Display | 50MP + 12MP | 12MP Front Camera | 4000 mAh Battery | 8 Gen 3 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-s24-5g-snapdragon-marble-gray-256-gb/p/itmc60e0c4fb63b7
"realme 15T 5G (Suit Titanium, 256 GB)","₹23,999",4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/e/w/-original-imahfkfyaytehgy7.jpeg?q=70,8 GB RAM | 256 GB ROM | 16.69 cm (6.57 inch) Full HD Display | 50MP + 2MP | 50MP Front Camera | 7000 mAh Battery | MediaTek Dimensity 6400 MAX Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/realme-15t-5g-suit-titanium-256-gb/p/itm3f28d98da183c
"realme 15T 5G (Flowing Silver, 256 GB)","₹25,999",4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/l/s/-original-imahfkfyxwrz5z6x.jpeg?q=70,12 GB RAM | 256 GB ROM | 16.69 cm (6.57 inch) Full HD Display | 50MP + 2MP | 50MP Front Camera | 7000 mAh Battery | MediaTek Dimensity 6400 MAX Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/realme-15t-5g-flowing-silver-256-gb/p/itm3f28d98da183c
"realme 15T 5G (Silk Blue, 256 GB)","₹23,999",4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/6/5/-original-imahfkfyshxg28wu.jpeg?q=70,8 GB RAM | 256 GB ROM | 16.69 cm (6.57 inch) Full HD Display | 50MP + 2MP | 50MP Front Camera | 7000 mAh Battery | MediaTek Dimensity 6400 MAX Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/realme-15t-5g-silk-blue-256-gb/p/itm3f28d98da183c
"realme 15T 5G (Flowing Silver, 128 GB)","₹21,999",4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/l/s/-original-imahfkfyxwrz5z6x.jpeg?q=70,8 GB RAM | 128 GB ROM | 16.69 cm (6.57 inch) Full HD Display | 50MP + 2MP | 50MP Front Camera | 7000 mAh Battery | MediaTek Dimensity 6400 MAX Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/realme-15t-5g-flowing-silver-128-gb/p/itm3f28d98da183c
"realme 15T 5G (Silk Blue, 128 GB)","₹21,999",4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/6/5/-original-imahfkfyshxg28wu.jpeg?q=70,8 GB RAM | 128 GB ROM | 16.69 cm (6.57 inch) Full HD Display | 50MP + 2MP | 50MP Front Camera | 7000 mAh Battery | MediaTek Dimensity 6400 MAX Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/realme-15t-5g-silk-blue-128-gb/p/itm3f28d98da183c
"vivo T4 Pro 5G (Blaze Gold, 128 GB)","₹27,999",4.5,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/c/b/-original-imahfkvezr4fcets.jpeg?q=70,8 GB RAM | 128 GB ROM | 17.2 cm (6.77 inch) Display | 50MP + 2MP + 50MP | 32MP Front Camera | 6500 mAh Battery | 7 Gen 4 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/vivo-t4-pro-5g-blaze-gold-128-gb/p/itm4da1824b696d9
"vivo T4 Pro 5G (Nitro Blue, 256 GB)","₹29,999",4.5,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/w/w/-original-imahfkvf9ngfahpg.jpeg?q=70,8 GB RAM | 256 GB ROM | 17.2 cm (6.77 inch) Display | 50MP + 2MP + 50MP | 32MP Front Camera | 6500 mAh Battery | 7 Gen 4 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/vivo-t4-pro-5g-nitro-blue-256-gb/p/itm4da1824b696d9
"vivo T4 Pro 5G (Nitro Blue, 128 GB)","₹27,999",4.5,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/w/w/-original-imahfkvf9ngfahpg.jpeg?q=70,8 GB RAM | 128 GB ROM | 17.2 cm (6.77 inch) Display | 50MP + 2MP + 50MP | 32MP Front Camera | 6500 mAh Battery | 7 Gen 4 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/vivo-t4-pro-5g-nitro-blue-128-gb/p/itm4da1824b696d9
"Samsung Galaxy A17 5G (Blue, 128 GB)","₹20,349",4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/f/h/-original-imahfvrbuawsuarb.jpeg?q=70,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB | 17.02 cm (6.7 inch) Full HD+ Display | 50MP + 5MP + 2MP | 13MP Front Camera | 5000 mAh Battery | Samsung Exynos 1330 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-a17-5g-blue-128-gb/p/itm9f2b33ea9dd69
"Samsung Galaxy A17 5G (Black, 256 GB)","₹23,345",4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/g/p/-original-imahfvrbjqdtg8q9.jpeg?q=70,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB | 17.02 cm (6.7 inch) Full HD+ Display | 50MP + 5MP + 2MP | 13MP Front Camera | 5000 mAh Battery | Samsung Exynos 1330 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-a17-5g-black-256-gb/p/itm1d4e80f0a4366
"Samsung Galaxy A17 5G (Gray, 256 GB)","₹23,345",4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/r/h/-original-imahfvrbqhyhkpw8.jpeg?q=70,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB | 17.02 cm (6.7 inch) Full HD+ Display | 50MP + 5MP + 2MP | 13MP Front Camera | 5000 mAh Battery | Samsung Exynos 1330 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-a17-5g-gray-256-gb/p/itmf595693bb4a15
"Samsung Galaxy A17 5G (Black, 128 GB)","₹20,349",4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/g/p/-original-imahfvrbjqdtg8q9.jpeg?q=70,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB | 17.02 cm (6.7 inch) Full HD+ Display | 50MP + 5MP + 2MP | 13MP Front Camera | 5000 mAh Battery | Samsung Exynos 1330 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-a17-5g-black-128-gb/p/itmb5a350e8ca064
"Samsung Galaxy A17 5G (Gray, 128 GB)","₹18,889",4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/r/h/-original-imahfvrbqhyhkpw8.jpeg?q=70,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB | 17.02 cm (6.7 inch) Full HD+ Display | 50MP + 5MP + 2MP | 13MP Front Camera | 5000 mAh Battery | Samsung Exynos 1330 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-a17-5g-gray-128-gb/p/itmafe0c37cbba49
"Samsung Galaxy A17 5G (Blue, 256 GB)","₹22,987",4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/f/h/-original-imahfvrbuawsuarb.jpeg?q=70,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB | 17.02 cm (6.7 inch) Full HD+ Display | 50MP + 5MP + 2MP | 13MP Front Camera | 5000 mAh Battery | Samsung Exynos 1330 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-a17-5g-blue-256-gb/p/itm3858f44e0d91d
"OPPO OPPOF27 Pro+5G (Midnight Navy, 256 GB)","₹23,990",4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/1/d/a/oppof27-pro-5g-oppo-f27-pro-midnight-navy-256-gb-8-gb-ram-oppo-original-imahffzzrx6fdrgu.jpeg?q=70,8 GB RAM | 256 GB ROM | 17.02 cm (6.7 inch) Display | 64MP Rear Camera | 5000 mAh Battery | 1 year,https://www.flipkart.com/oppo-oppof27-pro-5g-midnight-navy-256-gb/p/itmb757a1ff75ef5
"Redmi Note 8 (Space Black, 64 GB)","₹8,799",4.4,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/s/l/redmi-note-8-mzb8187is-mi-original-imahezcwmrbdmzgz.jpeg?q=70,4 GB RAM | 64 GB ROM | 16.0 cm (6.3 inch) Full HD+ Display | 48MP Rear Camera | 13MP Front Camera | 4000 mAh Battery | octa-core Processor | 1,https://www.flipkart.com/redmi-note-8-space-black-64-gb/p/itm26db8ef7e2df9
"Google Pixel 10 Pro XL (Obsidian, 256 GB)","₹1,24,999",4.5,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/b/s/-original-imahfjsfrg8hhgve.jpeg?q=70,16 GB RAM | 256 GB ROM | 17.27 cm (6.8 inch) Quad HD+ Display | 48MP + 48MP + 48MP | 42MP Front Camera | 5200 mAh Battery | Tensor G5 Processor | 1 Year Domestic Warranty,https://www.flipkart.com/google-pixel-10-pro-xl-obsidian-256-gb/p/itmc94b4a1845747
"Google Pixel 10 (Indigo, 256 GB)","₹79,999",4.5,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/b/8/-original-imahfjsf5gxbpfks.jpeg?q=70,12 GB RAM | 256 GB ROM | 16.0 cm (6.3 inch) Quad HD+ Display | 48MP + 13MP + 10.8MP | 10.5MP Front Camera | 4970 mAh Battery | Tensor G5 Processor | 1 Year Domestic Warranty,https://www.flipkart.com/google-pixel-10-indigo-256-gb/p/itmb05d65622b9dd
"Google Pixel 10 (Lemongrass, 256 GB)","₹79,999",4.5,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/8/y/-original-imahfjsfdmpbbhhb.jpeg?q=70,12 GB RAM | 256 GB ROM | 16.0 cm (6.3 inch) Quad HD+ Display | 48MP + 13MP + 10.8MP | 10.5MP Front Camera | 4970 mAh Battery | Tensor G5 Processor | 1 Year Domestic Warranty,https://www.flipkart.com/google-pixel-10-lemongrass-256-gb/p/itmb9d9694811d2e
"Google Pixel 10 Pro (Porcelain, 256 GB)","₹1,09,999",4.6,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/q/d/-original-imahfjsfyhzntaux.jpeg?q=70,16 GB RAM | 256 GB ROM | 16.0 cm (6.3 inch) Quad HD+ Display | 48MP + 48MP + 48MP | 42MP Front Camera | 4870 mAh Battery | Tensor G5 Processor | 1 Year Domestic Warranty,https://www.flipkart.com/google-pixel-10-pro-porcelain-256-gb/p/itmb41080c79ef00
"Google Pixel 10 Pro XL (Jade, 256 GB)","₹1,24,999",4.5,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/g/5/-original-imahfjsfkhqec3bu.jpeg?q=70,16 GB RAM | 256 GB ROM | 17.27 cm (6.8 inch) Quad HD+ Display | 48MP + 48MP + 48MP | 42MP Front Camera | 5200 mAh Battery | Tensor G5 Processor | 1 Year Domestic Warranty,https://www.flipkart.com/google-pixel-10-pro-xl-jade-256-gb/p/itm702fa25db1f13
"Google Pixel 10 Pro (Jade, 256 GB)","₹1,09,999",4.6,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/7/i/s/-original-imahfjsf5fxqvmhf.jpeg?q=70,16 GB RAM | 256 GB ROM | 16.0 cm (6.3 inch) Quad HD+ Display | 48MP + 48MP + 48MP | 42MP Front Camera | 4870 mAh Battery | Tensor G5 Processor | 1 Year Domestic Warranty,https://www.flipkart.com/google-pixel-10-pro-jade-256-gb/p/itm56ea5d61cab29
"Google Pixel 10 Pro (Obsidian, 256 GB)","₹1,09,999",4.6,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/j/e/-original-imahfjsfygfnyush.jpeg?q=70,16 GB RAM | 256 GB ROM | 16.0 cm (6.3 inch) Quad HD+ Display | 48MP + 48MP + 48MP | 42MP Front Camera | 4870 mAh Battery | Tensor G5 Processor | 1 Year Domestic Warranty,https://www.flipkart.com/google-pixel-10-pro-obsidian-256-gb/p/itm112fb88d1f5a3
"Google Pixel 10 (Obsidian, 256 GB)","₹79,999",4.5,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/o/b/-original-imahfjsftzhymazf.jpeg?q=70,12 GB RAM | 256 GB ROM | 16.0 cm (6.3 inch) Quad HD+ Display | 48MP + 13MP + 10.8MP | 10.5MP Front Camera | 4970 mAh Battery | Tensor G5 Processor | 1 Year Domestic Warranty,https://www.flipkart.com/google-pixel-10-obsidian-256-gb/p/itm06bd3add90074
"Google Pixel 10 Pro XL (Moonstone, 256 GB)","₹1,24,999",4.5,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/5/f/-original-imahfjsgwg44eknk.jpeg?q=70,16 GB RAM | 256 GB ROM | 17.27 cm (6.8 inch) Quad HD+ Display | 48MP + 48MP + 48MP | 42MP Front Camera | 5200 mAh Battery | Tensor G5 Processor | 1 Year Domestic Warranty,https://www.flipkart.com/google-pixel-10-pro-xl-moonstone-256-gb/p/itm216f8eb77c964
"Google Pixel 10 (Frost, 256 GB)","₹79,999",4.5,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/e/2/-original-imahfjsfgu7vjkvw.jpeg?q=70,12 GB RAM | 256 GB ROM | 16.0 cm (6.3 inch) Quad HD+ Display | 48MP + 13MP + 10.8MP | 10.5MP Front Camera | 4970 mAh Battery | Tensor G5 Processor | 1 Year Domestic Warranty,https://www.flipkart.com/google-pixel-10-frost-256-gb/p/itm180af25bcc197
"realme P4 Pro 5G (Dark Oak Wood, 256 GB)","₹26,999",4.4,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/r/t/-original-imahfghxst733zhf.jpeg?q=70,12 GB RAM | 256 GB ROM | 17.27 cm (6.8 inch) Display | 50MP + 8MP | 50MP Front Camera | 7000 mAh Battery | Snapdragon 7 Gen 4 Mobile Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/realme-p4-pro-5g-dark-oak-wood-256-gb/p/itme41a54752cc21
"LAVA Blaze Dragon 5G (Midnight Mist, 128 GB)","₹9,178",3.6,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/9/j/u/blaze-dragon-5g-blaze-dragon-5g-lava-original-imahessrknnykpah.jpeg?q=70,6 GB RAM | 128 GB ROM | 17.14 cm (6.75 inch) Display | 50MP Rear Camera | 5000 mAh Battery | 1 Year Handset Warranty and 6 Months Warranty on Accessories,https://www.flipkart.com/lava-blaze-dragon-5g-midnight-mist-128-gb/p/itme603f1aafc922
"LAVA Blaze Dragon 5G (Golden Mist, 128 GB)","₹9,198",3.6,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/e/q/blaze-dragon-5g-blaze-dragon-5g-lava-original-imahg3gejghxhwjx.jpeg?q=70,6 GB RAM | 128 GB ROM | 17.14 cm (6.75 inch) Display | 50MP Rear Camera | 5000 mAh Battery | 1 Year Handset Warranty and 6 Months Warranty on Accessories,https://www.flipkart.com/lava-blaze-dragon-5g-golden-mist-128-gb/p/itme603f1aafc922
"REDMI 13 5G Prime Edition (Hawaiian Blue, 128 GB)","₹12,368",4.1,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/v/u/13-5g-prime-edition-2406ern9ci-redmi-original-imahessqzzzecgfd.jpeg?q=70,8 GB RAM | 128 GB ROM | 17.25 cm (6.79 inch) Display | 13MP Rear Camera | 5030 mAh Battery | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,https://www.flipkart.com/redmi-13-5g-prime-hawaiian-blue-128-gb/p/itmd23c3ed4f211c
"Infinix HOT 60i 5G (Monsoon Green, 128 GB)","₹9,499",4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/v/d/3/-original-imahf72yyqe8yyde.jpeg?q=70,4 GB RAM | 128 GB ROM | 17.14 cm (6.75 inch) HD+ Display | 50MP Rear Camera | 5MP Front Camera | 6000 mAh Battery | Dimensity 6400 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/infinix-hot-60i-5g-monsoon-green-128-gb/p/itm1cb6bf875f6e0
"Infinix HOT 60i 5G (Shadow Blue, 128 GB)","₹9,499",4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/0/m/-original-imahf72y3y4uunfx.jpeg?q=70,4 GB RAM | 128 GB ROM | 17.14 cm (6.75 inch) HD+ Display | 50MP Rear Camera | 5MP Front Camera | 6000 mAh Battery | Dimensity 6400 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/infinix-hot-60i-5g-shadow-blue-128-gb/p/itm1cb6bf875f6e0
"vivo V60 5G (Auspicious Gold, 512 GB)","₹45,999",4.5,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/0/f/-original-imahfbqpzda4hvhv.jpeg?q=70,16 GB RAM | 512 GB ROM | 17.2 cm (6.77 inch) Display | 50MP + 8MP + 50MP | 50MP Front Camera | 6500 mAh Battery | 7 Gen 4 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/vivo-v60-5g-auspicious-gold-512-gb/p/itmf7d9e4b7bf0b2
"LAVA Blaze Dragon (Midnight Mist, 128 GB)","₹10,399",,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/z/n/blaze-dragon-5g-blaze-dragon-5g-lava-original-imahepmf4u8nf4bt.jpeg?q=70,4 GB RAM | 128 GB ROM | 17.14 cm (6.75 inch) Display | 50MP Rear Camera | 5000 mAh Battery | 1 Year Handset Warranty and 6 Months Warranty on Accessories,https://www.flipkart.com/lava-blaze-dragon-midnight-mist-128-gb/p/itm96e70716ce2cf
"LAVA Blaze Dragon (Golden Mist, 128 GB)","₹10,791",,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/d/t/blaze-dragon-5g-blaze-dragon-5g-lava-original-imahepm2tnhsv5ys.jpeg?q=70,4 GB RAM | 128 GB ROM | 17.14 cm (6.75 inch) Display | 50MP Rear Camera | 5000 mAh Battery | 1 Year Handset Warranty and 6 Months Warranty on Accessories,https://www.flipkart.com/lava-blaze-dragon-golden-mist-128-gb/p/itm96e70716ce2cf
"OPPO K13 Turbo 5G (White Knight, 256 GB)","₹29,999",4.5,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/4/m/-original-imahewfsz5y8tekm.jpeg?q=70,8 GB RAM | 256 GB ROM | 17.27 cm (6.8 inch) Full HD+ Display | 50MP + 2MP | 16MP Front Camera | 7000 mAh Battery | Dimensity 8450 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/oppo-k13-turbo-5g-white-knight-256-gb/p/itm3692362cd3df3
"OPPO K13 Turbo 5G (Midnight Maverick, 256 GB)","₹29,999",4.5,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/5/v/-original-imahewfs3ftjkzha.jpeg?q=70,8 GB RAM | 256 GB ROM | 17.27 cm (6.8 inch) Full HD+ Display | 50MP + 2MP | 16MP Front Camera | 7000 mAh Battery | Dimensity 8450 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/oppo-k13-turbo-5g-midnight-maverick-256-gb/p/itm3692362cd3df3
"OPPO K13 Turbo 5G (Purple Phantom, 128 GB)","₹27,999",4.5,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/x/t/-original-imahewfs9wb48gva.jpeg?q=70,8 GB RAM | 128 GB ROM | 17.27 cm (6.8 inch) Full HD+ Display | 50MP + 2MP | 16MP Front Camera | 7000 mAh Battery | Dimensity 8450 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/oppo-k13-turbo-5g-purple-phantom-128-gb/p/itm3692362cd3df3
"OPPO K13 Turbo 5G (Midnight Maverick, 128 GB)","₹27,999",4.5,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/5/v/-original-imahewfs3ftjkzha.jpeg?q=70,8 GB RAM | 128 GB ROM | 17.27 cm (6.8 inch) Full HD+ Display | 50MP + 2MP | 16MP Front Camera | 7000 mAh Battery | Dimensity 8450 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/oppo-k13-turbo-5g-midnight-maverick-128-gb/p/itm3692362cd3df3
"OPPO K13 Turbo 5G (White Knight, 128 GB)","₹27,999",4.5,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/4/m/-original-imahewfsz5y8tekm.jpeg?q=70,8 GB RAM | 128 GB ROM | 17.27 cm (6.8 inch) Full HD+ Display | 50MP + 2MP | 16MP Front Camera | 7000 mAh Battery | Dimensity 8450 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/oppo-k13-turbo-5g-white-knight-128-gb/p/itm3692362cd3df3
